id,Name,ModelNumber,Price,Quantity,WarrantyStatus,DescriptionExtra,DescriptionMain,DiscountedPrice,DistributorId,Category
302,GTI,1992,52754,64,5 Year,initiative,Organized optimal matrices,3095,7,Family
303,Canyon,2006,85818,5,No,Open-source,Cross-platform asynchronous data-warehouse,4212,8,Sedan
304,XK,2012,26348,36,Yes,Object-based,Balanced attitude-oriented matrix,2428,4,Sports
305,Ram 2500 Club,1996,53067,29,Yes,Horizontal,Innovative user-facing website,3046,6,Sedan
306,Titan,2011,20351,54,No,Operative,Upgradable cohesive help-desk,1958,7,Family
307,New Yorker,1995,98698,89,No,local area network,Automated encompassing open architecture,2467,7,Sports
308,Monterey,2005,38962,18,No,motivating,Organic incremental local area network,4377,5,Sports
309,Mountaineer,1999,88222,29,No,circuit,Multi-lateral systematic challenge,2651,4,Family
310,Explorer,2011,81213,15,No,Ergonomic,Total impactful adapter,2907,4,Sports
311,XL-7,2005,50891,45,5 Year,bottom-line,Intuitive multi-tasking artificial intelligence,2699,2,SUV
312,Nitro,2009,60988,15,No,Open-architected,Customizable tangible hub,4048,1,SUV
313,XJ,2011,66989,94,Yes,Stand-alone,Business-focused modular strategy,2449,3,Family
314,Bronco II,1988,74172,83,10 Year,Self-enabling,Face to face client-driven model,2846,9,Sports
315,Explorer Sport Trac,2000,95390,80,Yes,encompassing,Digitized web-enabled artificial intelligence,626,4,Sports
316,Murciélago,2007,98453,14,Yes,software,Assimilated exuding productivity,2177,2,SUV
317,Optima,2011,23895,99,10 Year,context-sensitive,Advanced regional structure,79,2,Sedan
318,Durango,2003,43666,12,10 Year,Networked,Stand-alone bi-directional artificial intelligence,2482,4,Family
319,Torrent,2009,27412,25,3 Year,Versatile,Focused next generation extranet,3384,10,Sports
320,Suburban 1500,2008,87845,88,5 Year,Optimized,Ameliorated tertiary customer loyalty,4342,8,Luxury
321,Yaris,2010,24899,55,No,Persistent,Programmable bottom-line software,3564,8,Family
322,Grand Cherokee,1998,79612,78,Yes,help-desk,Centralized optimal service-desk,1996,9,SUV
323,Golf,2001,10210,56,No,modular,Realigned multi-tasking framework,994,6,Sports
324,Rio,2008,98457,97,3 Year,knowledge user,Business-focused asynchronous encryption,1689,9,SUV
325,Lumina,1993,49623,59,10 Year,zero tolerance,Devolved zero administration ability,555,3,Sedan
326,Taurus,2011,60240,79,Yes,coherent,Up-sized needs-based Graphical User Interface,2852,4,Sedan
327,Corolla,2001,11967,22,5 Year,Expanded,Face to face cohesive concept,2617,4,Sports
328,Aerostar,1987,10843,68,No,Monitored,Decentralized mobile Graphic Interface,1105,2,Sedan
329,Taurus,1997,74672,94,Yes,exuding,De-engineered tertiary encryption,952,1,Sedan
330,SLR McLaren,2009,11486,39,3 Year,policy,Robust 6th generation leverage,903,9,Sedan
331,Cherokee,1995,81028,58,10 Year,Optional,Synergized next generation process improvement,2075,6,SUV
332,Dynasty,1992,58241,42,10 Year,Centralized,Advanced regional open architecture,985,3,Luxury
333,Suburban 2500,2004,52876,77,Yes,Stand-alone,Synergistic non-volatile database,140,8,SUV
334,Mazda6 Sport,2006,43022,41,3 Year,stable,Up-sized upward-trending matrix,3441,7,SUV
335,Jetta,1991,73015,25,10 Year,Persistent,Configurable 5th generation implementation,4225,2,Sports
336,Ram Van 3500,2003,41204,30,No,Focused,Enhanced grid-enabled superstructure,537,2,Sports
337,Neon,1997,36095,60,Yes,customer loyalty,Cross-platform upward-trending knowledge user,1376,3,Luxury
338,LX,2006,55319,45,3 Year,internet solution,Public-key transitional workforce,1021,2,Sedan
339,Caravan,1997,57113,53,No,6th generation,Cross-platform national conglomeration,3696,6,Sedan
340,Sportvan G20,1994,31697,19,5 Year,Sharable,Open-source composite monitoring,2623,9,Sports
341,Aerostar,1991,65314,40,10 Year,dynamic,Object-based executive standardization,2,4,Sports
342,Concorde,1993,34641,100,Yes,moratorium,Cloned uniform software,3265,7,Luxury
343,Grand Prix,1980,35427,96,No,local,Seamless radical frame,2468,8,Sedan
344,Cooper,2004,70679,4,No,tertiary,Polarised directional projection,2459,7,Sports
345,Sedona,2002,11803,79,No,Ergonomic,Business-focused zero administration middleware,1569,6,SUV
346,Sierra 2500,2011,86069,89,10 Year,upward-trending,Face to face impactful time-frame,4649,3,Luxury
347,Quattroporte,1985,64949,13,3 Year,throughput,Digitized upward-trending implementation,3582,8,Sedan
348,CL,2001,79327,26,10 Year,solution,Diverse asynchronous adapter,1900,3,Sedan
349,Lumina,1994,57750,88,10 Year,client-driven,Visionary impactful instruction set,2019,9,Luxury
350,M,2007,56473,41,No,empowering,Profit-focused fresh-thinking firmware,1065,2,SUV
351,88,1995,94636,66,No,4th generation,Public-key object-oriented initiative,4627,3,Sedan
352,TT,2010,53492,49,Yes,upward-trending,Synchronised solution-oriented encryption,4082,2,SUV
353,Allroad,2001,54440,84,3 Year,attitude-oriented,Realigned 24 hour standardization,1866,8,Sports
354,Gemini,1987,99254,21,5 Year,Function-based,Integrated stable project,4069,2,Sedan
355,X3,2009,30588,38,3 Year,systemic,Upgradable interactive knowledge user,4852,3,Sedan
356,SJ,1993,58507,87,5 Year,mobile,Grass-roots actuating time-frame,2901,2,Sports
357,Ram Wagon B250,1994,44420,74,5 Year,disintermediate,Innovative 24 hour policy,3572,9,Luxury
358,CX,1989,51410,17,5 Year,content-based,Synergized bifurcated solution,2754,9,Family
359,L-Series,2002,11776,37,Yes,User-centric,Open-architected eco-centric architecture,82,1,Family
360,Cavalier,1996,62213,14,10 Year,encoding,Function-based well-modulated software,1109,7,Sports
361,V8 Vantage,2008,34774,56,3 Year,Organized,User-centric 4th generation software,1193,6,Sedan
362,Sidekick,1991,76312,95,10 Year,complexity,Realigned responsive capacity,979,2,SUV
363,Sunfire,1999,62145,5,5 Year,Universal,Multi-channelled systemic database,3537,4,Luxury
364,Sentra,2006,76168,94,Yes,Polarised,Realigned homogeneous matrix,3676,8,Sedan
365,Firefly,1995,52265,77,5 Year,Intuitive,Configurable encompassing adapter,3693,7,Luxury
366,Bronco II,1989,67359,55,Yes,infrastructure,Streamlined optimal forecast,3422,5,SUV
367,B-Series,2002,98077,14,Yes,Compatible,Realigned user-facing intranet,4020,8,Sports
368,RX,2010,51053,43,5 Year,maximized,Proactive systemic workforce,1039,1,Luxury
369,Sunfire,2000,32708,63,5 Year,composite,Diverse needs-based budgetary management,3137,7,SUV
370,MKX,2008,32549,41,Yes,matrices,Balanced intangible knowledge base,480,2,Sports
371,57,2010,54377,19,No,archive,Focused static groupware,2297,3,Luxury
372,Silverado 3500,2007,66341,7,No,national,Up-sized zero administration model,2006,2,Luxury
373,Sunbird,1993,16719,23,No,instruction set,Decentralized client-driven solution,4676,3,Luxury
374,Ion,2004,78992,77,No,Universal,Re-contextualized interactive internet solution,1914,3,Luxury
375,Contour,2000,57922,51,5 Year,functionalities,Compatible bi-directional data-warehouse,104,6,Luxury
376,Blazer,2003,23105,1,No,knowledge user,Function-based 3rd generation secured line,3698,6,Family
377,Jetta III,1993,18828,12,10 Year,secondary,Ameliorated multi-tasking challenge,3164,10,Family
378,Corvette,1957,83855,87,5 Year,structure,Monitored tangible leverage,129,7,Sedan
379,Escort,2004,79037,77,Yes,matrix,Balanced next generation architecture,4288,8,Sports
380,200SX,1996,41184,83,Yes,User-friendly,Cloned secondary matrix,1071,10,Luxury
381,Alpina B7,2008,84494,26,3 Year,policy,Persistent impactful website,3781,9,Sedan
382,Outlander,2005,93669,52,No,Right-sized,Phased content-based matrix,1005,9,SUV
383,Mazda2,2012,31866,76,10 Year,Multi-lateral,User-centric directional data-warehouse,4890,5,Sedan
384,Sonata,2003,60627,53,Yes,Programmable,Versatile directional Graphic Interface,3863,1,Family
385,Galant,1987,67533,3,No,Operative,Public-key object-oriented instruction set,3847,5,SUV
386,Fox,1987,83353,55,3 Year,Phased,Automated encompassing capacity,1008,3,Sedan
387,E-Class,1984,21261,37,5 Year,responsive,Synchronised mobile help-desk,3382,5,Sedan
388,Matrix,2010,21224,36,Yes,alliance,Open-architected logistical access,1672,7,Family
389,SVX,1997,90003,28,Yes,User-friendly,Multi-lateral 5th generation structure,2592,7,Sedan
390,Outlander Sport,2012,51794,69,10 Year,Up-sized,Front-line 4th generation interface,3203,7,Sedan
391,Allroad,2001,58706,81,3 Year,Exclusive,Organic multi-tasking protocol,2481,9,Luxury
392,Suburban 2500,2007,59184,86,No,well-modulated,Stand-alone 5th generation implementation,3772,3,Sedan
393,Alcyone SVX,1996,44450,42,3 Year,Re-contextualized,Polarised stable implementation,1012,7,Sedan
394,Lumina,1998,62190,21,3 Year,next generation,Robust contextually-based knowledge user,1180,2,Sedan
395,MPV,1997,40721,25,10 Year,adapter,Profound composite definition,225,7,Luxury
396,Nitro,2009,85141,82,5 Year,Sharable,Proactive context-sensitive monitoring,1914,3,SUV
397,CR-V,2002,47979,46,10 Year,circuit,User-friendly 4th generation toolset,985,1,Sedan
398,LUV,1979,43025,92,5 Year,user-facing,Cross-platform optimizing concept,3794,7,Luxury
399,Dakota,2004,35146,30,Yes,focus group,Vision-oriented national throughput,1948,9,SUV
400,Echo,2001,21573,10,5 Year,adapter,Monitored optimal contingency,2005,5,Luxury
401,Grand Am,1999,47653,49,No,heuristic,Configurable static neural-net,2399,9,Sports
402,Camaro,1985,78243,14,Yes,upward-trending,Profit-focused static workforce,2100,4,Family
403,Sienna,2012,49736,52,No,solution,Future-proofed contextually-based extranet,3192,4,SUV
404,300SE,1993,89368,14,10 Year,moderator,Optional global intranet,2926,6,Luxury
405,Supra,1992,90605,71,5 Year,homogeneous,Enhanced mission-critical secured line,3803,1,Family
406,Escalade ESV,2009,11976,60,Yes,Diverse,Sharable methodical capacity,648,9,Family
407,Savana 2500,2010,64994,13,Yes,Horizontal,User-centric executive hub,1655,9,Sports
408,ES,1995,41083,94,5 Year,structure,Innovative empowering workforce,3864,10,Sedan
409,Sidekick,1995,93467,8,No,attitude,Public-key radical process improvement,2823,10,Family
410,350Z,2007,13753,63,10 Year,encryption,Balanced zero administration service-desk,4367,4,Sedan
411,Cayman,2011,49950,87,10 Year,object-oriented,Devolved full-range archive,3817,9,Luxury
412,MINI,2002,36768,76,3 Year,analyzer,Automated interactive open system,2242,1,Sports
413,Starion,1987,93234,78,No,groupware,Centralized fault-tolerant toolset,1351,2,Sports
414,Express 2500,1996,83807,92,5 Year,capacity,Progressive eco-centric service-desk,3541,1,Family
415,Econoline E350,1995,40603,27,10 Year,grid-enabled,Cross-platform secondary throughput,2224,9,Luxury
416,Firebird Trans Am,1986,87379,46,5 Year,real-time,Mandatory discrete extranet,1184,5,Sports
417,M-Class,2012,47279,2,Yes,approach,Sharable high-level initiative,3973,10,Luxury
418,XK,2010,39121,6,Yes,knowledge user,Face to face incremental infrastructure,4382,6,Sports
419,1500,1997,30796,92,Yes,extranet,Adaptive bottom-line firmware,3652,3,Sedan
420,Azera,2006,99132,29,10 Year,scalable,Public-key demand-driven capacity,3380,1,Family
421,Seville,2003,74738,11,No,secured line,Front-line dynamic interface,3483,2,Luxury
422,Econoline E350,2001,48076,32,5 Year,secondary,Profound dynamic protocol,395,1,Family
423,Raider,2009,89980,34,5 Year,knowledge base,Multi-tiered contextually-based functionalities,4521,10,Luxury
424,Defender,1993,36414,15,5 Year,Vision-oriented,Enhanced web-enabled algorithm,3676,9,Sedan
425,5 Series,2004,91899,29,Yes,synergy,Cloned mobile matrices,2178,10,Luxury
426,Cabriolet,1985,61692,97,5 Year,user-facing,Synergized human-resource knowledge base,2520,9,Luxury
427,ES,2010,56886,86,No,Multi-layered,Front-line 24 hour forecast,2294,6,Family
428,MPV,1990,69972,97,No,Expanded,Enhanced radical installation,2252,6,Sports
429,Jetta,2002,14115,48,10 Year,intangible,Proactive maximized synergy,2814,7,Sedan
430,Sedona,2012,77106,56,No,monitoring,Right-sized systemic circuit,2223,7,Family
431,Neon,1999,48037,58,5 Year,tangible,Public-key stable hierarchy,1447,4,Sports
432,Alcyone SVX,1995,81129,37,No,matrix,Phased client-server toolset,2153,3,Sedan
433,Century,1994,36717,22,3 Year,Multi-lateral,Versatile demand-driven product,2971,5,Luxury
434,XK,2012,84183,4,10 Year,uniform,Persevering composite software,1915,5,Family
435,Matrix,2009,87425,2,No,algorithm,Multi-layered uniform orchestration,4779,8,Sedan
436,Legend,1989,45589,51,5 Year,exuding,Customer-focused optimal open system,1938,5,Sports
437,Accent,2006,72003,30,5 Year,task-force,Reverse-engineered actuating hierarchy,677,10,Sedan
438,Space,1984,40090,81,No,project,Upgradable foreground encoding,1601,7,SUV
439,Range Rover,2001,68319,66,5 Year,Virtual,Team-oriented non-volatile extranet,3904,6,SUV
440,CTS,2003,94861,94,3 Year,Fully-configurable,Streamlined object-oriented adapter,4074,9,Family
441,Avenger,2011,69135,82,No,Exclusive,Horizontal multi-tasking service-desk,3398,8,Sports
442,Entourage,2009,15913,21,Yes,toolset,Persistent intermediate support,3407,6,Luxury
443,Chariot,1996,64225,92,3 Year,core,Operative context-sensitive task-force,3545,6,Sports
444,Civic Si,2006,62798,45,10 Year,Persevering,Optional value-added complexity,1680,10,Family
445,Mustang,1971,67164,25,5 Year,function,Multi-tiered optimal firmware,2667,4,Sports
446,5000S,1988,48318,73,Yes,object-oriented,Innovative bandwidth-monitored access,3741,10,Family
447,Camry,2005,32222,52,Yes,database,Automated leading edge groupware,4726,1,Family
448,Legacy,2004,38166,53,3 Year,challenge,Distributed zero tolerance analyzer,3809,1,SUV
449,Q7,2008,93350,9,Yes,Fundamental,Devolved bottom-line support,2854,9,Sedan
450,GT-R,2012,61582,31,5 Year,interactive,Sharable secondary contingency,4716,9,Family
451,Escalade ESV,2003,11836,99,No,asymmetric,Enterprise-wide asynchronous implementation,285,10,Luxury
452,Intrepid,1997,61844,54,3 Year,Fully-configurable,Digitized multi-state complexity,4227,8,SUV
453,944,1987,33952,10,Yes,optimal,Digitized heuristic support,744,8,Family
454,650,2006,40743,45,3 Year,toolset,Implemented logistical synergy,2106,9,Sports
455,6 Series,2004,29852,48,No,Streamlined,Streamlined uniform array,828,7,SUV
456,2500,1995,57202,4,3 Year,Assimilated,Focused empowering throughput,4933,8,Sports
457,E-Class,2001,60432,50,10 Year,even-keeled,Proactive uniform budgetary management,3372,4,Family
458,Silverado 1500,2009,10422,26,No,Polarised,Sharable full-range forecast,3637,10,Sports
459,Tracker,1992,51941,34,3 Year,value-added,Integrated bifurcated concept,1132,1,Sports
460,Outlander,2011,99237,70,No,system-worthy,Pre-emptive local framework,2848,3,Family
461,Dakota,2010,31759,16,5 Year,Decentralized,Multi-lateral analyzing implementation,1295,3,Sports
462,Quest,1996,16038,75,Yes,Business-focused,Function-based user-facing knowledge base,4985,1,Sedan
463,Touareg,2006,94523,61,3 Year,Automated,Business-focused incremental focus group,4500,7,Sedan
464,Skylark,1996,23651,82,10 Year,extranet,Down-sized even-keeled collaboration,4492,8,Luxury
465,Elantra,1997,10601,64,3 Year,Optimized,Face to face empowering concept,3351,8,Family
466,Tacoma,1998,50887,35,3 Year,foreground,Profound clear-thinking definition,1998,2,Luxury
467,Ram 1500,2006,32742,88,No,Grass-roots,Mandatory high-level moderator,1118,7,Luxury
468,Camaro,1977,85306,76,3 Year,interactive,Implemented object-oriented archive,4139,1,Luxury
469,Chariot,1993,34220,76,3 Year,dynamic,Phased local hierarchy,3710,4,Family
470,SC,1999,88350,50,No,product,Assimilated client-server synergy,2407,2,Sports
471,Voyager,1996,71966,49,Yes,software,Streamlined fresh-thinking approach,3813,4,Luxury
472,Daewoo Lacetti,2006,40625,1,5 Year,Intuitive,Reactive context-sensitive adapter,2076,6,SUV
473,GL-Class,2008,63923,44,3 Year,solution-oriented,Synchronised empowering complexity,921,10,Luxury
474,Acadia,2007,95236,5,3 Year,secondary,Open-architected global approach,726,5,Family
475,Taurus,2003,19231,32,No,capability,Inverse web-enabled task-force,3008,8,Sedan
476,SLK-Class,2007,92261,34,Yes,bandwidth-monitored,User-friendly transitional attitude,1844,9,Sports
477,1500,1995,90477,62,5 Year,Proactive,Integrated even-keeled hub,1547,2,Sports
478,Montero,1998,86884,6,No,full-range,Switchable web-enabled workforce,1611,9,Family
479,RX-7,1985,65032,41,Yes,Horizontal,Phased uniform matrices,1812,7,SUV
480,Celica,1978,90779,94,10 Year,Ameliorated,Horizontal actuating collaboration,2863,5,Luxury
481,Arnage,2008,53266,31,No,secured line,Advanced impactful support,1182,2,SUV
482,Canyon,2011,94285,11,5 Year,Organized,Innovative bandwidth-monitored orchestration,4778,2,Luxury
483,Camry,2001,99743,47,10 Year,product,Extended eco-centric infrastructure,1502,3,Sports
484,Aztek,2004,95350,14,10 Year,Customizable,Synergistic upward-trending utilisation,1554,3,Sedan
485,F-Series,1996,12132,81,3 Year,Configurable,Future-proofed fresh-thinking model,715,2,Family
486,4Runner,2010,13455,88,Yes,coherent,Future-proofed explicit intranet,2816,8,Sports
487,Taurus,2005,20812,1,3 Year,national,Managed upward-trending array,3899,6,SUV
488,V90,1998,67384,8,10 Year,Realigned,Business-focused hybrid product,288,10,SUV
489,Savana 3500,2000,40204,89,3 Year,Distributed,Quality-focused demand-driven neural-net,1298,7,Luxury
490,Discovery Series II,2000,20823,71,No,groupware,Multi-layered contextually-based workforce,3528,7,Sports
491,Achieva,1995,76082,39,3 Year,systematic,Re-contextualized intangible Graphical User Interface,3030,2,Sedan
492,Terraza,2006,25359,63,5 Year,framework,Enterprise-wide interactive hub,1215,6,Family
493,Legacy,2000,70642,89,3 Year,paradigm,Virtual multi-state core,1889,10,Sports
494,Sienna,2001,51512,9,Yes,eco-centric,Right-sized 4th generation flexibility,3166,6,SUV
495,600SEL,1992,30992,3,Yes,Reactive,Persevering optimal encoding,2432,2,Luxury
496,Cutlass,1999,19128,30,5 Year,Decentralized,Re-engineered context-sensitive firmware,632,4,Luxury
497,Savana 1500,2004,51614,34,Yes,didactic,Intuitive asynchronous leverage,4166,3,Sedan
498,Elantra,2009,34249,64,10 Year,Automated,Managed methodical infrastructure,655,10,Sports
499,88,1995,37861,5,No,User-friendly,Cloned dedicated customer loyalty,3652,7,SUV
500,rio,1996,21393,78,3 Year,function,Customizable human-resource intranet,1426,10,Sedan
501,5000S,1988,65535,52,3 Year,Integrated,Advanced stable process improvement,3381,6,Family
502,Sephia,1997,84845,64,5 Year,modular,Monitored multimedia emulation,4325,10,Sports
503,Passat,1991,49528,39,10 Year,bottom-line,Enhanced multimedia conglomeration,2782,6,SUV
504,Sentra,1993,23487,96,3 Year,Team-oriented,Fundamental client-server system engine,4033,8,Sedan
505,DeVille,1998,91254,96,No,mission-critical,Innovative analyzing internet solution,3175,3,Luxury
506,Thunderbird,1965,45339,54,Yes,open system,Assimilated object-oriented database,1073,2,Sedan
507,Villager,1994,32691,19,3 Year,needs-based,Reverse-engineered tertiary matrix,2687,1,Family
508,3 Series,2003,72801,95,No,Fully-configurable,Automated attitude-oriented infrastructure,351,2,Sports
509,Fiesta,2012,50950,75,No,Operative,Devolved systematic adapter,3449,9,Sports
510,Chariot,1996,14500,3,5 Year,adapter,Visionary upward-trending access,113,7,Sports
511,Land Cruiser,1997,61337,59,No,User-centric,Profound multi-tasking workforce,1244,10,Family
512,Elise,2007,87596,96,3 Year,coherent,Open-architected dedicated product,3240,7,Family
513,A8,2004,93463,19,10 Year,content-based,Organic leading edge architecture,198,7,SUV
514,Boxster,2011,34122,19,5 Year,Managed,Realigned actuating forecast,4981,3,Luxury
515,Pajero,1984,94747,63,5 Year,Fully-configurable,Public-key full-range frame,2611,5,Sedan
516,Trans Sport,1996,10105,30,10 Year,Mandatory,Advanced radical model,2786,5,SUV
517,VUE,2003,93234,15,10 Year,dedicated,Re-contextualized transitional model,3428,10,Luxury
518,Chariot,1991,10494,73,Yes,holistic,Balanced methodical policy,305,4,Luxury
519,L-Series,2002,33007,41,5 Year,system engine,Managed bandwidth-monitored success,598,10,SUV
520,Sable,1992,74271,33,Yes,impactful,Optimized stable strategy,1309,1,SUV
521,Dakota Club,1992,23251,25,10 Year,Seamless,Vision-oriented multi-state framework,2317,7,Sedan
522,Azera,2006,51649,81,10 Year,homogeneous,Realigned demand-driven service-desk,3834,6,SUV
523,F-Series,2007,26318,70,Yes,bi-directional,Enterprise-wide explicit toolset,4828,7,Luxury
524,MX-5,1991,81347,31,3 Year,asymmetric,Adaptive transitional model,165,9,Family
525,Cutlass Supreme,1993,69269,83,3 Year,Optimized,Centralized optimal infrastructure,2120,7,Sedan
526,2500,1996,46737,43,No,function,Realigned global emulation,2900,8,Family
527,Corvette,1961,18327,53,3 Year,impactful,Triple-buffered stable pricing structure,4921,2,SUV
528,Celica,2004,43603,84,Yes,radical,Visionary eco-centric algorithm,268,7,Sports
529,Armada,2008,37962,93,10 Year,synergy,Fully-configurable user-facing application,4716,9,Luxury
530,626,2001,24060,63,10 Year,methodical,Secured object-oriented core,4129,3,Luxury
531,Sunbird,1992,26727,81,Yes,budgetary management,Optimized global alliance,2446,1,SUV
532,Aerio,2004,23409,29,5 Year,application,Down-sized transitional approach,4989,8,Family
533,LTD Crown Victoria,1984,99963,6,Yes,Object-based,Pre-emptive maximized model,4386,1,Luxury
534,SLK-Class,2006,66999,20,10 Year,contingency,Open-source client-server capability,1662,2,Luxury
535,Mazda6,2007,90489,30,No,process improvement,Synergized high-level knowledge base,3625,1,SUV
536,Celica,1994,81057,66,10 Year,system engine,Grass-roots incremental model,3141,8,Family
537,Ram Van 1500,1996,58616,42,3 Year,Balanced,Reverse-engineered multimedia definition,667,7,SUV
538,Monte Carlo,1998,63631,12,10 Year,Enhanced,Distributed maximized function,4799,10,Family
539,Explorer,2003,55299,45,10 Year,Right-sized,Object-based multimedia benchmark,3012,1,SUV
540,57,2006,28427,42,No,User-friendly,Reduced systematic intranet,4727,5,SUV
541,Yukon,1993,89876,10,3 Year,3rd generation,Stand-alone global moratorium,2615,1,Family
542,E-Series,2012,27879,43,10 Year,asymmetric,Multi-tiered demand-driven utilisation,3622,6,SUV
543,Marquis,1985,42084,8,Yes,optimizing,Digitized analyzing matrix,4610,5,Family
544,Escape,2012,67564,1,Yes,Cross-platform,Optional holistic capacity,3798,5,SUV
545,SLK-Class,2006,73496,94,5 Year,Fundamental,Inverse bifurcated toolset,3419,4,Family
546,600SEL,1993,39204,76,10 Year,Reactive,Organic secondary website,882,9,Luxury
547,Mustang,2004,68323,99,10 Year,Diverse,Multi-tiered responsive synergy,2581,4,Family
548,Integra,2000,59704,53,Yes,Assimilated,Pre-emptive analyzing frame,4889,1,Luxury
549,Vitara,2000,76907,99,10 Year,project,Cloned exuding ability,3021,8,Family
550,Mustang,1987,26550,100,3 Year,even-keeled,Virtual zero administration application,2366,4,Sedan
551,Escort,1997,75146,30,10 Year,Function-based,Cloned bottom-line secured line,823,8,SUV
552,Continental GTC,2008,52941,72,No,Organic,Expanded grid-enabled capacity,2484,1,Sedan
553,Suburban 2500,2006,25769,68,5 Year,Fully-configurable,Down-sized zero administration matrix,3526,4,Sports
554,X6,2008,45495,33,Yes,hardware,Decentralized zero administration methodology,345,7,Luxury
555,TL,1999,18840,4,10 Year,interactive,Optional object-oriented hardware,3230,7,Luxury
556,Sierra 2500,2009,39615,1,No,Versatile,Decentralized intermediate success,2040,4,Family
557,Mustang,1973,30814,64,3 Year,Customizable,Inverse actuating software,2217,6,Luxury
558,Grand Marquis,1988,49011,46,5 Year,5th generation,Exclusive coherent algorithm,509,5,Luxury
559,2500,1995,59625,20,No,Fundamental,Virtual client-server throughput,3428,5,Sedan
560,Breeze,1997,85478,9,3 Year,optimal,Robust user-facing functionalities,1756,5,Sedan
561,5 Series,1999,71467,33,Yes,Robust,Reverse-engineered zero administration circuit,4076,7,Family
562,Montero Sport,1997,81611,59,3 Year,next generation,Future-proofed neutral support,1553,8,Sedan
563,SLK-Class,2000,93466,86,10 Year,transitional,Customer-focused didactic policy,4395,3,Sedan
564,Topaz,1984,91691,85,No,definition,Re-contextualized even-keeled complexity,4639,1,Family
565,Frontier,2010,13750,14,No,Multi-lateral,Quality-focused transitional secured line,2385,1,Family
566,Crossfire,2007,85633,21,10 Year,incremental,Versatile system-worthy access,2559,10,Family
567,LR2,2011,88183,2,No,User-friendly,Fundamental zero defect workforce,205,9,Sedan
568,Escalade EXT,2010,11119,92,3 Year,discrete,Team-oriented dynamic leverage,3217,3,Family
569,Avalon,2005,83354,83,3 Year,capacity,Operative static workforce,587,1,Family
570,S40,2006,38556,48,Yes,Face to face,Multi-layered zero tolerance algorithm,1902,6,Sedan
571,SLK-Class,1997,75882,80,5 Year,synergy,Open-architected explicit concept,2236,6,Sports
572,QX,2002,12840,28,3 Year,Networked,Phased incremental help-desk,497,2,Sedan
573,Bronco II,1984,16980,35,10 Year,Mandatory,Decentralized eco-centric application,1170,4,Sports
574,Sierra 3500,2012,99627,79,3 Year,Future-proofed,User-centric fault-tolerant knowledge base,4903,1,Family
575,Tucson,2005,85529,73,10 Year,grid-enabled,Mandatory well-modulated infrastructure,2210,5,Luxury
576,SJ,1995,49943,33,Yes,stable,Self-enabling global neural-net,2122,4,Luxury
577,SL-Class,2009,49371,79,5 Year,asynchronous,De-engineered 24 hour policy,3042,3,Sedan
578,Range Rover,1993,22141,53,3 Year,bifurcated,Organized static toolset,3939,8,Family
579,Caravan,1996,68556,99,5 Year,contextually-based,Fully-configurable stable time-frame,2506,8,Family
580,SL-Class,1990,67285,23,10 Year,contextually-based,Robust empowering adapter,3736,9,Sedan
581,Esteem,1997,74622,13,5 Year,exuding,Adaptive attitude-oriented adapter,4592,4,Sedan
582,Ghost,2012,53684,88,Yes,artificial intelligence,Re-engineered cohesive encoding,4677,10,Family
583,California,2010,18770,65,5 Year,client-server,Multi-channelled non-volatile portal,3125,1,SUV
584,Cordia,1988,31629,15,5 Year,Synergistic,Total transitional focus group,3869,7,SUV
585,Grand Prix,1977,97483,62,Yes,Graphic Interface,Synergized dynamic system engine,1921,10,Luxury
586,Town Car,2011,31018,82,Yes,frame,Persistent value-added frame,3942,8,Family
587,Sebring,1998,94589,35,3 Year,content-based,Compatible high-level knowledge base,2140,7,Sports
588,Xterra,2005,49310,84,3 Year,Quality-focused,Distributed systematic focus group,2839,6,Sports
589,Tempo,1994,96701,47,5 Year,definition,Organic user-facing info-mediaries,1281,3,Sedan
590,Century,1991,62637,91,Yes,asynchronous,Profit-focused 24 hour time-frame,2674,1,Sedan
591,928,1993,35202,51,No,matrices,Multi-tiered attitude-oriented policy,4904,7,Sports
592,XT,1990,73527,39,No,Down-sized,Centralized actuating monitoring,3145,1,Luxury
593,Passat,1994,68502,99,5 Year,Graphical User Interface,Profound directional frame,2445,4,Luxury
594,Century,1996,49278,63,5 Year,open architecture,Monitored responsive software,3401,7,SUV
595,Eclipse,1997,63216,95,Yes,Inverse,Organic multi-tasking functionalities,4524,5,Luxury
596,Express 2500,2008,42042,90,10 Year,tertiary,Fundamental 24/7 help-desk,3868,6,SUV
597,A8,2008,20386,22,5 Year,grid-enabled,Enhanced didactic help-desk,2350,7,Luxury
598,Defender 90,1994,57550,55,3 Year,Configurable,Function-based system-worthy support,1309,9,Sedan
599,Q,1997,85146,54,5 Year,infrastructure,Synchronised zero defect portal,819,3,Sports
600,Canyon,2012,93048,86,Yes,secondary,Synergized executive project,2493,1,SUV
601,Cabriolet,1994,30118,80,10 Year,ability,Synchronised object-oriented portal,3381,8,Family
602,Metro,1992,19110,27,Yes,secondary,Re-contextualized systematic internet solution,2087,9,SUV
603,Grand Prix,2006,53409,67,5 Year,Secured,Seamless intermediate toolset,159,10,SUV
604,2500,1993,68705,38,5 Year,background,Cross-platform next generation service-desk,3808,7,SUV
605,Mark VII,1984,47443,11,No,non-volatile,Reactive attitude-oriented encryption,164,8,Sports
